OBD_No,OBD_Date,Goods_Issue_Time,Pick_Time,Pick_Date
36707552,,0 days 00:00:00,0 days 00:00:00,
36709158,,0 days 00:00:00,0 days 00:00:00,
36719204,,0 days 00:00:00,0 days 00:00:00,
36724504,10-01-2024,0 days 17:30:00,0 days 00:00:00,
36725819,21-09-2023,0 days 13:45:00,0 days 10:00:00,22-09-2023
36725847,10-11-2022,0 days 17:45:00,0 days 17:00:00,10-11-2022
36726767,,0 days 00:00:00,0 days 00:00:00,
36729167,,0 days 00:00:00,0 days 00:00:00,
36733466,,0 days 00:00:00,0 days 00:00:00,
36734831,18-06-2022,0 days 17:15:00,0 days 17:30:00,19-06-2022
36738600,,0 days 00:00:00,0 days 00:00:00,
36739479,18-06-2022,0 days 14:15:00,0 days 09:15:00,18-06-2022
36740920,15-05-2023,0 days 13:30:00,0 days 00:00:00,
36741208,08-03-2022,0 days 15:15:00,0 days 09:00:00,09-03-2022
36742008,28-07-2024,0 days 09:00:00,0 days 12:45:00,30-07-2024
36743100,17-04-2022,0 days 13:15:00,0 days 09:15:00,19-04-2022
36743897,11-07-2022,0 days 11:30:00,0 days 17:15:00,13-07-2022
36745249,18-02-2022,0 days 14:15:00,0 days 13:00:00,19-02-2022
36745578,07-06-2022,0 days 12:45:00,0 days 09:45:00,08-06-2022
36746902,23-05-2022,0 days 10:15:00,0 days 09:30:00,25-05-2022
36748873,,0 days 00:00:00,0 days 00:00:00,
36757737,11-07-2024,0 days 09:45:00,0 days 15:00:00,13-07-2024
36758764,28-05-2023,0 days 12:45:00,0 days 00:00:00,
36763899,09-09-2023,0 days 12:45:00,0 days 00:00:00,
36765631,19-01-2022,0 days 12:00:00,0 days 15:30:00,21-01-2022
36768222,05-08-2022,0 days 10:00:00,0 days 17:30:00,05-08-2022
36770773,,0 days 00:00:00,0 days 00:00:00,
36774319,01-12-2022,0 days 17:45:00,0 days 09:30:00,01-12-2022
36775702,11-03-2023,0 days 11:45:00,0 days 12:15:00,13-03-2023
36776172,26-04-2022,0 days 11:00:00,0 days 09:30:00,28-04-2022
36777331,20-02-2022,0 days 10:45:00,0 days 14:30:00,22-02-2022
36779296,22-04-2023,0 days 10:30:00,0 days 10:30:00,22-04-2023
36790099,08-07-2023,0 days 10:30:00,0 days 00:00:00,
36791143,,0 days 00:00:00,0 days 00:00:00,
36795548,09-01-2023,0 days 15:15:00,0 days 14:30:00,09-01-2023
36799898,19-11-2023,0 days 16:00:00,0 days 12:30:00,20-11-2023
36800734,27-08-2022,0 days 09:00:00,0 days 12:00:00,28-08-2022
36803056,15-04-2023,0 days 10:30:00,0 days 16:30:00,17-04-2023
36803174,16-07-2023,0 days 17:00:00,0 days 14:45:00,17-07-2023
36804030,21-05-2022,0 days 16:30:00,0 days 14:00:00,21-05-2022
36816211,05-08-2024,0 days 10:30:00,0 days 10:30:00,06-08-2024
36826194,14-09-2023,0 days 09:15:00,0 days 00:00:00,
36826266,07-09-2023,0 days 09:00:00,0 days 14:45:00,07-09-2023
36829597,30-06-2023,0 days 15:30:00,0 days 09:00:00,02-07-2023
36830310,31-08-2022,0 days 17:00:00,0 days 17:30:00,02-09-2022
36830448,19-07-2023,0 days 14:00:00,0 days 17:30:00,19-07-2023
36833950,11-06-2023,0 days 16:00:00,0 days 00:00:00,
36837617,13-01-2024,0 days 16:00:00,0 days 16:00:00,13-01-2024
36841489,21-10-2022,0 days 09:30:00,0 days 09:15:00,21-10-2022
36841625,03-06-2023,0 days 14:00:00,0 days 00:00:00,
36843462,30-10-2023,0 days 17:45:00,0 days 00:00:00,
36847704,,0 days 00:00:00,0 days 00:00:00,
36848219,,0 days 00:00:00,0 days 00:00:00,
36851375,,0 days 00:00:00,0 days 00:00:00,
36853654,,0 days 00:00:00,0 days 00:00:00,
36853878,22-04-2024,0 days 12:30:00,0 days 17:45:00,22-04-2024
36855559,31-08-2024,0 days 13:45:00,0 days 17:15:00,01-09-2024
36857074,02-11-2022,0 days 12:15:00,0 days 11:45:00,04-11-2022
36858900,17-09-2022,0 days 16:30:00,0 days 16:30:00,19-09-2022
36859149,05-02-2024,0 days 15:45:00,0 days 09:45:00,07-02-2024
36862613,06-01-2023,0 days 10:00:00,0 days 14:30:00,06-01-2023
36862689,27-11-2023,0 days 17:00:00,0 days 00:00:00,
36867851,06-09-2022,0 days 11:30:00,0 days 17:45:00,08-09-2022
36871684,07-03-2024,0 days 11:30:00,0 days 00:00:00,
36877544,20-03-2023,0 days 10:15:00,0 days 14:15:00,22-03-2023
36881771,,0 days 00:00:00,0 days 00:00:00,
36882000,11-10-2023,0 days 14:45:00,0 days 09:45:00,11-10-2023
36892617,,0 days 00:00:00,0 days 00:00:00,
36894409,04-02-2023,0 days 15:15:00,0 days 16:45:00,04-02-2023
36898109,,0 days 00:00:00,0 days 00:00:00,
36902350,03-05-2022,0 days 17:00:00,0 days 09:30:00,04-05-2022
36906165,,0 days 00:00:00,0 days 00:00:00,
36907690,16-09-2023,0 days 11:00:00,0 days 12:15:00,16-09-2023
36908178,17-02-2023,0 days 09:30:00,0 days 15:30:00,17-02-2023
36912165,13-12-2024,0 days 14:45:00,0 days 16:00:00,14-12-2024
36920343,12-12-2023,0 days 15:00:00,0 days 00:00:00,
36929433,11-06-2022,0 days 10:00:00,0 days 11:00:00,11-06-2022
36929457,15-10-2022,0 days 10:15:00,0 days 14:15:00,16-10-2022
36930692,,0 days 00:00:00,0 days 00:00:00,
36933626,07-10-2023,0 days 17:00:00,0 days 12:15:00,08-10-2023
36936963,,0 days 00:00:00,0 days 00:00:00,
36941091,10-11-2023,0 days 11:30:00,0 days 00:00:00,
36947169,11-11-2024,0 days 13:15:00,0 days 00:00:00,
36949332,31-10-2024,0 days 16:45:00,0 days 12:30:00,31-10-2024
36950221,09-07-2023,0 days 16:45:00,0 days 16:15:00,11-07-2023
36957830,12-12-2023,0 days 12:00:00,0 days 00:00:00,
36958009,12-11-2022,0 days 15:00:00,0 days 10:15:00,12-11-2022
36962876,22-10-2023,0 days 14:15:00,0 days 00:00:00,
36971155,22-03-2023,0 days 16:45:00,0 days 15:30:00,23-03-2023
36975128,14-11-2023,0 days 11:00:00,0 days 11:00:00,16-11-2023
36975324,29-12-2022,0 days 10:00:00,0 days 10:45:00,29-12-2022
36978659,15-06-2022,0 days 12:45:00,0 days 10:15:00,15-06-2022
36979534,,0 days 00:00:00,0 days 00:00:00,
36980791,27-05-2022,0 days 13:30:00,0 days 10:00:00,27-05-2022
36983380,28-02-2022,0 days 11:45:00,0 days 14:15:00,28-02-2022
36984680,26-01-2024,0 days 14:30:00,0 days 00:00:00,
36991833,07-12-2023,0 days 15:30:00,0 days 00:00:00,
36993751,11-12-2022,0 days 10:30:00,0 days 09:15:00,13-12-2022
36994921,21-11-2023,0 days 10:00:00,0 days 14:45:00,23-11-2023
36995193,20-03-2023,0 days 12:15:00,0 days 00:00:00,
36999159,01-06-2024,0 days 13:00:00,0 days 15:00:00,01-06-2024
36999473,13-04-2024,0 days 17:15:00,0 days 09:00:00,13-04-2024
37000081,29-04-2022,0 days 09:00:00,0 days 10:30:00,29-04-2022
37003632,28-10-2023,0 days 14:30:00,0 days 17:15:00,28-10-2023
37004790,11-01-2022,0 days 12:00:00,0 days 15:30:00,13-01-2022
37005852,17-07-2024,0 days 09:45:00,0 days 00:00:00,
37005974,24-02-2022,0 days 17:30:00,0 days 12:30:00,24-02-2022
37010861,21-02-2023,0 days 12:45:00,0 days 10:45:00,21-02-2023
37015665,10-03-2022,0 days 16:00:00,0 days 12:45:00,11-03-2022
37016931,,0 days 00:00:00,0 days 00:00:00,
37021867,08-01-2023,0 days 14:00:00,0 days 16:15:00,09-01-2023
37023185,11-05-2022,0 days 13:30:00,0 days 10:15:00,12-05-2022
37024259,28-08-2023,0 days 13:15:00,0 days 15:45:00,29-08-2023
37029340,,0 days 00:00:00,0 days 00:00:00,
37032679,27-02-2023,0 days 14:00:00,0 days 17:30:00,27-02-2023
37036118,13-08-2022,0 days 14:00:00,0 days 17:30:00,14-08-2022
37040388,28-01-2024,0 days 16:15:00,0 days 17:15:00,29-01-2024
37051599,22-09-2024,0 days 14:00:00,0 days 17:45:00,23-09-2024
37053102,23-11-2022,0 days 14:45:00,0 days 15:15:00,23-11-2022
37057075,12-09-2022,0 days 17:45:00,0 days 11:30:00,14-09-2022
37058295,26-11-2023,0 days 15:45:00,0 days 00:00:00,
37059261,27-09-2023,0 days 10:45:00,0 days 00:00:00,
37060576,16-03-2023,0 days 12:00:00,0 days 00:00:00,
37062442,15-01-2024,0 days 11:30:00,0 days 11:30:00,15-01-2024
37064257,18-02-2023,0 days 16:00:00,0 days 16:15:00,19-02-2023
37064654,02-02-2024,0 days 17:30:00,0 days 11:15:00,03-02-2024
37068117,16-09-2022,0 days 12:45:00,0 days 11:30:00,16-09-2022
37071907,,0 days 00:00:00,0 days 00:00:00,
37072687,07-02-2023,0 days 14:15:00,0 days 11:45:00,08-02-2023
37076822,,0 days 00:00:00,0 days 00:00:00,
37077018,20-08-2022,0 days 16:15:00,0 days 12:30:00,20-08-2022
37079325,22-03-2023,0 days 17:45:00,0 days 00:00:00,
37079584,31-10-2022,0 days 12:00:00,0 days 10:45:00,01-11-2022
37087920,,0 days 00:00:00,0 days 00:00:00,
37095431,02-10-2023,0 days 12:00:00,0 days 09:30:00,02-10-2023
37102821,15-03-2022,0 days 13:45:00,0 days 16:45:00,16-03-2022
37106023,30-03-2023,0 days 11:30:00,0 days 11:15:00,01-04-2023
37107234,,0 days 00:00:00,0 days 00:00:00,
37110493,27-04-2023,0 days 15:30:00,0 days 15:45:00,27-04-2023
37110707,20-12-2022,0 days 09:30:00,0 days 12:15:00,22-12-2022
37111862,02-02-2022,0 days 09:30:00,0 days 15:45:00,02-02-2022
37117313,21-01-2022,0 days 17:45:00,0 days 14:00:00,22-01-2022
37119856,,0 days 00:00:00,0 days 00:00:00,
37121108,13-07-2023,0 days 11:00:00,0 days 00:00:00,
37122588,15-01-2022,0 days 11:30:00,0 days 10:00:00,17-01-2022
37125189,,0 days 00:00:00,0 days 00:00:00,
37125432,02-11-2022,0 days 17:30:00,0 days 12:00:00,04-11-2022
37129732,17-04-2022,0 days 15:45:00,0 days 16:30:00,18-04-2022
37130432,,0 days 00:00:00,0 days 00:00:00,
37130963,25-09-2023,0 days 11:00:00,0 days 12:15:00,27-09-2023
37133023,,0 days 00:00:00,0 days 00:00:00,
37134697,18-08-2022,0 days 13:45:00,0 days 10:00:00,20-08-2022
37136755,27-11-2024,0 days 13:00:00,0 days 00:00:00,
37136756,31-08-2023,0 days 14:00:00,0 days 13:45:00,31-08-2023
37136761,03-06-2023,0 days 16:45:00,0 days 11:15:00,03-06-2023
37138304,09-04-2023,0 days 09:00:00,0 days 00:00:00,
37140392,11-02-2022,0 days 10:45:00,0 days 09:15:00,12-02-2022
37144919,03-02-2022,0 days 12:30:00,0 days 16:30:00,05-02-2022
37151869,,0 days 00:00:00,0 days 00:00:00,
37152199,,0 days 00:00:00,0 days 00:00:00,
37153169,20-05-2022,0 days 14:45:00,0 days 14:15:00,22-05-2022
37154001,17-02-2022,0 days 09:15:00,0 days 13:30:00,19-02-2022
37158762,,0 days 00:00:00,0 days 00:00:00,
37159852,05-10-2022,0 days 15:00:00,0 days 11:45:00,07-10-2022
37159949,19-02-2023,0 days 14:15:00,0 days 13:30:00,20-02-2023
37182451,,0 days 00:00:00,0 days 00:00:00,
37183114,17-04-2022,0 days 11:15:00,0 days 17:00:00,18-04-2022
37183205,31-10-2023,0 days 17:15:00,0 days 00:00:00,
37187128,17-06-2022,0 days 16:30:00,0 days 12:30:00,18-06-2022
37191199,16-08-2022,0 days 15:45:00,0 days 16:15:00,16-08-2022
37192391,04-09-2022,0 days 15:15:00,0 days 11:45:00,04-09-2022
37202296,04-08-2022,0 days 12:15:00,0 days 10:00:00,05-08-2022
37205823,08-02-2023,0 days 16:30:00,0 days 13:15:00,10-02-2023
37205962,20-05-2023,0 days 09:30:00,0 days 12:30:00,20-05-2023
37210198,24-12-2023,0 days 16:15:00,0 days 09:15:00,25-12-2023
37211746,21-07-2022,0 days 10:45:00,0 days 09:30:00,22-07-2022
37212714,,0 days 00:00:00,0 days 00:00:00,
37219462,10-02-2024,0 days 14:45:00,0 days 10:45:00,11-02-2024
37219705,08-04-2022,0 days 17:30:00,0 days 11:00:00,08-04-2022
37220279,08-01-2022,0 days 10:45:00,0 days 10:15:00,10-01-2022
37222197,02-09-2023,0 days 15:00:00,0 days 12:30:00,02-09-2023
37223861,11-06-2023,0 days 09:45:00,0 days 00:00:00,
37226295,20-01-2022,0 days 10:30:00,0 days 16:45:00,22-01-2022
37231256,25-12-2022,0 days 14:45:00,0 days 17:30:00,25-12-2022
37232398,23-05-2023,0 days 13:00:00,0 days 00:00:00,
37233614,,0 days 00:00:00,0 days 00:00:00,
37234441,,0 days 00:00:00,0 days 00:00:00,
37234447,02-04-2023,0 days 12:15:00,0 days 17:00:00,03-04-2023
37241646,02-07-2022,0 days 10:00:00,0 days 11:30:00,03-07-2022
37242549,06-01-2023,0 days 10:45:00,0 days 17:30:00,06-01-2023
37243675,15-10-2022,0 days 13:30:00,0 days 17:00:00,17-10-2022
37243875,30-04-2022,0 days 17:45:00,0 days 13:00:00,30-04-2022
37246265,30-01-2024,0 days 10:00:00,0 days 14:15:00,30-01-2024
37247147,23-10-2023,0 days 13:00:00,0 days 11:30:00,25-10-2023
37248252,28-04-2022,0 days 17:00:00,0 days 14:00:00,29-04-2022
37248980,21-03-2022,0 days 12:00:00,0 days 15:00:00,23-03-2022
37249427,30-04-2023,0 days 13:00:00,0 days 13:45:00,02-05-2023
37249595,31-10-2024,0 days 15:30:00,0 days 00:00:00,
37251859,09-06-2022,0 days 09:30:00,0 days 17:45:00,11-06-2022
37257905,28-08-2023,0 days 16:15:00,0 days 15:30:00,29-08-2023
37258959,06-08-2023,0 days 11:15:00,0 days 00:00:00,
37261356,15-12-2023,0 days 11:15:00,0 days 17:45:00,17-12-2023
37263444,01-09-2023,0 days 16:15:00,0 days 00:00:00,
37265115,16-11-2023,0 days 13:30:00,0 days 00:00:00,
37281556,28-11-2023,0 days 14:45:00,0 days 15:30:00,28-11-2023
37283534,09-06-2022,0 days 11:00:00,0 days 14:45:00,09-06-2022
37283734,19-03-2023,0 days 14:30:00,0 days 16:30:00,20-03-2023
37291394,24-03-2022,0 days 10:15:00,0 days 13:45:00,24-03-2022
37292833,,0 days 00:00:00,0 days 00:00:00,
37293104,05-09-2024,0 days 09:15:00,0 days 17:15:00,05-09-2024
37294597,,0 days 00:00:00,0 days 00:00:00,
37297976,17-06-2023,0 days 15:30:00,0 days 00:00:00,
37303918,10-11-2023,0 days 12:00:00,0 days 00:00:00,
37307038,13-03-2022,0 days 16:00:00,0 days 16:30:00,14-03-2022
37307523,20-02-2022,0 days 12:00:00,0 days 17:30:00,21-02-2022
37308590,,0 days 00:00:00,0 days 00:00:00,
37318317,29-08-2023,0 days 10:45:00,0 days 11:45:00,29-08-2023
37318624,,0 days 00:00:00,0 days 00:00:00,
37320680,24-08-2022,0 days 10:00:00,0 days 15:00:00,26-08-2022
37320792,11-02-2022,0 days 12:15:00,0 days 15:00:00,13-02-2022
37323438,02-02-2022,0 days 14:45:00,0 days 10:00:00,02-02-2022
37324801,,0 days 00:00:00,0 days 00:00:00,
37326407,10-07-2024,0 days 15:30:00,0 days 00:00:00,
37327834,12-08-2023,0 days 10:00:00,0 days 00:00:00,
37328312,23-01-2022,0 days 17:15:00,0 days 09:30:00,24-01-2022
37332313,08-05-2022,0 days 14:45:00,0 days 17:15:00,10-05-2022
37332854,26-10-2023,0 days 11:30:00,0 days 00:00:00,
37334106,18-10-2023,0 days 12:45:00,0 days 12:15:00,20-10-2023
37343026,19-06-2023,0 days 11:15:00,0 days 11:30:00,20-06-2023
37343329,16-07-2022,0 days 12:30:00,0 days 12:45:00,16-07-2022
37344860,,0 days 00:00:00,0 days 00:00:00,
37346359,30-04-2022,0 days 12:00:00,0 days 13:45:00,02-05-2022
37347134,27-02-2022,0 days 15:15:00,0 days 13:00:00,01-03-2022
37351825,15-01-2024,0 days 11:00:00,0 days 11:45:00,17-01-2024
37353754,10-08-2023,0 days 16:30:00,0 days 12:15:00,12-08-2023
37353758,23-12-2024,0 days 15:15:00,0 days 16:00:00,23-12-2024
37355760,18-12-2022,0 days 11:30:00,0 days 14:15:00,20-12-2022
37358942,26-05-2022,0 days 16:45:00,0 days 13:00:00,27-05-2022
37359832,13-11-2023,0 days 09:00:00,0 days 14:00:00,13-11-2023
37363392,15-12-2022,0 days 11:45:00,0 days 16:30:00,16-12-2022
37365675,19-02-2024,0 days 15:45:00,0 days 16:15:00,19-02-2024
37368318,25-04-2022,0 days 10:00:00,0 days 14:45:00,26-04-2022
37369495,,0 days 00:00:00,0 days 00:00:00,
37370772,17-04-2022,0 days 14:00:00,0 days 09:45:00,19-04-2022
37374649,,0 days 00:00:00,0 days 00:00:00,
37380537,12-07-2023,0 days 16:45:00,0 days 14:45:00,13-07-2023
37382471,15-03-2022,0 days 11:00:00,0 days 09:30:00,17-03-2022
37383505,21-01-2023,0 days 15:45:00,0 days 13:30:00,21-01-2023
37385806,17-03-2022,0 days 15:45:00,0 days 15:00:00,18-03-2022
37390284,09-07-2023,0 days 11:30:00,0 days 00:00:00,
37391589,09-11-2022,0 days 11:15:00,0 days 17:30:00,09-11-2022
37392666,23-04-2023,0 days 12:15:00,0 days 10:15:00,23-04-2023
37392942,07-01-2022,0 days 12:45:00,0 days 16:15:00,09-01-2022
37394423,05-05-2023,0 days 16:45:00,0 days 15:00:00,06-05-2023
37397226,31-07-2023,0 days 09:15:00,0 days 11:15:00,31-07-2023
37402375,06-04-2023,0 days 11:00:00,0 days 00:00:00,
37402481,27-06-2022,0 days 17:45:00,0 days 14:45:00,28-06-2022
37406435,11-05-2023,0 days 09:45:00,0 days 09:45:00,11-05-2023
37406995,,0 days 00:00:00,0 days 00:00:00,
37407585,23-02-2022,0 days 11:15:00,0 days 13:30:00,23-02-2022
37409946,,0 days 00:00:00,0 days 00:00:00,
37411730,31-05-2023,0 days 15:15:00,0 days 10:30:00,02-06-2023
37412322,21-07-2023,0 days 10:30:00,0 days 00:00:00,
37412632,26-01-2024,0 days 14:30:00,0 days 12:00:00,28-01-2024
37414797,18-06-2022,0 days 11:30:00,0 days 09:45:00,19-06-2022
37414856,,0 days 00:00:00,0 days 00:00:00,
37415205,,0 days 00:00:00,0 days 00:00:00,
37420339,,0 days 00:00:00,0 days 00:00:00,
37421262,13-02-2022,0 days 17:45:00,0 days 11:15:00,15-02-2022
37425725,,0 days 00:00:00,0 days 00:00:00,
37427437,,0 days 00:00:00,0 days 00:00:00,
37430362,,0 days 00:00:00,0 days 00:00:00,
37432134,12-01-2023,0 days 15:30:00,0 days 15:15:00,14-01-2023
37435471,23-01-2023,0 days 11:15:00,0 days 12:45:00,24-01-2023
37435977,25-07-2024,0 days 12:45:00,0 days 09:45:00,27-07-2024
37441439,30-08-2022,0 days 16:00:00,0 days 12:00:00,30-08-2022
37442718,31-12-2022,0 days 10:30:00,0 days 17:15:00,31-12-2022
37442758,16-06-2022,0 days 12:00:00,0 days 12:00:00,17-06-2022
37444009,05-08-2022,0 days 09:00:00,0 days 14:45:00,06-08-2022
37445069,28-09-2022,0 days 13:30:00,0 days 09:15:00,28-09-2022
37447226,21-08-2022,0 days 15:15:00,0 days 09:15:00,21-08-2022
37448319,27-02-2024,0 days 10:00:00,0 days 09:45:00,28-02-2024
37448673,12-03-2022,0 days 13:30:00,0 days 13:00:00,14-03-2022
37449718,21-05-2022,0 days 16:15:00,0 days 14:45:00,22-05-2022
37455833,19-02-2022,0 days 13:45:00,0 days 10:45:00,19-02-2022
37457394,05-08-2022,0 days 09:45:00,0 days 09:15:00,06-08-2022
37457637,,0 days 00:00:00,0 days 00:00:00,
37459975,02-12-2022,0 days 09:45:00,0 days 11:30:00,02-12-2022
37466298,15-08-2023,0 days 09:30:00,0 days 10:00:00,15-08-2023
37466847,,0 days 00:00:00,0 days 00:00:00,
37466857,,0 days 00:00:00,0 days 00:00:00,
37467964,10-07-2023,0 days 11:45:00,0 days 17:30:00,12-07-2023
37468029,01-03-2022,0 days 15:00:00,0 days 11:45:00,03-03-2022
37472503,20-04-2022,0 days 09:45:00,0 days 10:15:00,20-04-2022
37473351,26-01-2023,0 days 11:30:00,0 days 11:45:00,28-01-2023
37473519,24-05-2023,0 days 12:00:00,0 days 00:00:00,
37482786,,0 days 00:00:00,0 days 00:00:00,
37484932,,0 days 00:00:00,0 days 00:00:00,
37486921,04-11-2023,0 days 11:30:00,0 days 00:00:00,
37487549,03-07-2022,0 days 09:00:00,0 days 15:00:00,05-07-2022
37498028,17-01-2024,0 days 17:45:00,0 days 14:15:00,17-01-2024
37499569,25-11-2022,0 days 11:00:00,0 days 09:30:00,27-11-2022
37500238,19-07-2022,0 days 09:00:00,0 days 09:30:00,20-07-2022
37502162,02-07-2022,0 days 16:30:00,0 days 16:15:00,02-07-2022
37502232,06-08-2022,0 days 09:45:00,0 days 16:00:00,07-08-2022
37503499,,0 days 00:00:00,0 days 00:00:00,
37505344,15-04-2022,0 days 14:30:00,0 days 15:15:00,15-04-2022
37506105,,0 days 00:00:00,0 days 00:00:00,
37510972,,0 days 00:00:00,0 days 00:00:00,
37516427,05-07-2023,0 days 10:15:00,0 days 00:00:00,
37528864,08-05-2022,0 days 12:30:00,0 days 16:30:00,09-05-2022
37530044,02-10-2023,0 days 12:45:00,0 days 00:00:00,
37531916,20-09-2023,0 days 15:15:00,0 days 00:00:00,
37533391,10-10-2023,0 days 14:30:00,0 days 00:00:00,
37535486,,0 days 00:00:00,0 days 00:00:00,
37535951,22-05-2022,0 days 14:30:00,0 days 09:45:00,24-05-2022
37538782,,0 days 00:00:00,0 days 00:00:00,
37539218,08-07-2024,0 days 14:45:00,0 days 00:00:00,
37539747,06-10-2022,0 days 10:30:00,0 days 10:45:00,06-10-2022
37540722,,0 days 00:00:00,0 days 00:00:00,
37544893,,0 days 00:00:00,0 days 00:00:00,
37547287,14-12-2022,0 days 14:30:00,0 days 09:45:00,14-12-2022
37547678,20-08-2023,0 days 11:45:00,0 days 14:45:00,22-08-2023
37548485,,0 days 00:00:00,0 days 00:00:00,
37553410,06-09-2024,0 days 17:00:00,0 days 12:15:00,06-09-2024
37554949,27-12-2022,0 days 16:45:00,0 days 16:15:00,29-12-2022
37557095,02-03-2023,0 days 16:30:00,0 days 00:00:00,
37557812,06-12-2022,0 days 11:45:00,0 days 14:15:00,07-12-2022
37563358,11-04-2023,0 days 13:15:00,0 days 11:30:00,13-04-2023
37566472,11-04-2022,0 days 12:15:00,0 days 11:00:00,11-04-2022
37569515,06-04-2023,0 days 16:15:00,0 days 15:45:00,06-04-2023
37574457,26-02-2023,0 days 16:00:00,0 days 13:45:00,27-02-2023
37576485,07-06-2022,0 days 11:30:00,0 days 14:45:00,07-06-2022
37581050,15-06-2023,0 days 12:00:00,0 days 15:30:00,15-06-2023
37581060,31-10-2023,0 days 10:15:00,0 days 00:00:00,
37582393,08-10-2022,0 days 13:15:00,0 days 16:15:00,10-10-2022
37582677,17-02-2023,0 days 14:45:00,0 days 11:00:00,18-02-2023
37587025,14-11-2022,0 days 12:15:00,0 days 15:45:00,15-11-2022
37587974,15-02-2023,0 days 12:00:00,0 days 15:15:00,15-02-2023
37588517,18-08-2022,0 days 14:45:00,0 days 17:15:00,19-08-2022
37592422,11-06-2022,0 days 16:15:00,0 days 10:00:00,12-06-2022
37593013,03-02-2023,0 days 12:30:00,0 days 17:15:00,05-02-2023
37593123,16-08-2024,0 days 10:30:00,0 days 00:00:00,
37593285,,0 days 00:00:00,0 days 00:00:00,
37593567,11-05-2022,0 days 10:45:00,0 days 09:45:00,11-05-2022
37594352,15-02-2022,0 days 11:30:00,0 days 11:15:00,16-02-2022
37595424,17-01-2024,0 days 10:15:00,0 days 12:00:00,18-01-2024
37599495,21-07-2024,0 days 13:30:00,0 days 00:00:00,
37599974,10-07-2023,0 days 11:15:00,0 days 09:30:00,11-07-2023
37600745,07-04-2023,0 days 11:15:00,0 days 00:00:00,
37609308,25-12-2022,0 days 11:45:00,0 days 12:15:00,26-12-2022
37612959,01-09-2023,0 days 17:15:00,0 days 00:00:00,
37613126,29-07-2023,0 days 13:45:00,0 days 00:00:00,
37618554,27-02-2024,0 days 10:30:00,0 days 11:15:00,27-02-2024
37618652,,0 days 00:00:00,0 days 00:00:00,
37619034,25-04-2022,0 days 16:00:00,0 days 09:30:00,25-04-2022
37620571,12-03-2022,0 days 15:30:00,0 days 13:00:00,14-03-2022
37623290,26-05-2023,0 days 14:45:00,0 days 00:00:00,
37623724,18-03-2022,0 days 10:15:00,0 days 13:00:00,19-03-2022
37626181,,0 days 00:00:00,0 days 00:00:00,
37630104,10-09-2023,0 days 17:00:00,0 days 16:15:00,10-09-2023
37631299,05-01-2024,0 days 17:30:00,0 days 00:00:00,
37633907,10-10-2022,0 days 16:00:00,0 days 11:00:00,12-10-2022
37634396,16-06-2023,0 days 12:45:00,0 days 10:15:00,16-06-2023
37636546,13-04-2023,0 days 16:15:00,0 days 13:15:00,14-04-2023
37637454,,0 days 00:00:00,0 days 00:00:00,
37639825,18-12-2023,0 days 11:15:00,0 days 09:45:00,20-12-2023
37641369,16-05-2023,0 days 13:30:00,0 days 00:00:00,
